District,Male,Female,Children,Total Population,Population Details,Crop Area ( in Hect. ),Crop Area Details,Date
Nalbari,11268,11389,4657,27314,"( Paschim Nalbari | 18358 ), ( Barbhag | 8956 )",,"( Paschim Nalbari | 554.00 ), ( Barbhag | 139.00 )",27-06-2022
Goalpara,7232,5878,2719,15829,"( Matia | 0 ), ( Balijana | 7504 ), ( Lakhipur | 8325 )",152,"( Matia | 54.00 ), ( Balijana | 98.00 ), ( Lakhipur | 0.00 )",27-06-2022
Dhemaji,4468,4127,2376,10971,"( Sissiborgaon | 9305 ), ( Jonai | 1139 ), ( Dhemaji | 527 )",2009.7,"( Sissiborgaon | 150.00 ), ( Jonai | 1842.70 ), ( Dhemaji | 17.00 )",27-06-2022
Darrang,25365,22637,7267,55269,"( Dalgaon | 0 ), ( Sipajhar | 20186 ), ( Patharighat | 10344 ), ( Mangaldoi | 24739 )",6498.85,"( Dalgaon | 465.85 ), ( Sipajhar | 1615.00 ), ( Patharighat | 1000.00 ), ( Mangaldoi | 3418.00 )",27-06-2022
Chirang,381,424,263,1068,"( Sidli | 226 ), ( Bijni | 593 ), ( Bengtal | 249 )",0,"( Sidli | 0.00 ), ( Bijni | 0.00 ), ( Bengtal | 0.00 )",27-06-2022
Cachar,193343,161066,122756,477165,"( Sonai | 92400 ), ( Udharbond | 3300 ), ( Silchar | 205002 ), ( Lakhipur | 22022 ), ( Katigorah | 154441 )",0,"( Sonai | 0.00 ), ( Udharbond | 0.00 ), ( Silchar | 0.00 ), ( Lakhipur | 0.00 ), ( Katigorah | 0.00 )",27-06-2022
Bajali,1222,1166,212,2600,"( Sarupeta | 55 ), ( Bajali | 2545 )",10,"( Sarupeta | 10.00 ), ( Bajali | 0.00 )",27-06-2022
Baksa,4578,3115,2699,10392,"( Barnagar RC part | 10392 ), ( Jalah | 0 )",410,"( Barnagar RC part | 410.00 ), ( Jalah | 0.00 )",27-06-2022
Barpeta,246774,234669,133507,614950,"( Baghbar | 190527 ), ( Sarthebari | 250640 ), ( Barpeta | 53631 ), ( Chenga | 91352 ), ( Kalgachia | 23102 ), ( Barnagar | 5698 )",26958.5,"( Baghbar | 18983.00 ), ( Sarthebari | 2080.00 ), ( Barpeta | 550.00 ), ( Chenga | 3348.50 ), ( Kalgachia | 1648.00 ), ( Barnagar | 349.00 )",27-06-2022
Tamulpur,1010,989,845,2844,( Goreswar | 2844 ),,( Goreswar | 0.00 ),27-06-2022
Lakhimpur,2327,1303,1210,4840,"( Bihpuria | 0 ), ( Subansiri | 0 ), ( Nowboicha | 4830 ), ( Dhakuakhana | 10 )",,"( Bihpuria | 0.00 ), ( Subansiri | 0.00 ), ( Nowboicha | 0.00 ), ( Dhakuakhana | 0.00 )",27-06-2022
Karimganj,63857,42664,20414,126935,"( Nilambazar | 21516 ), ( Badarpur | 30589 ), ( RK Nagar | 39140 ), ( Patherkandi | 190 ), ( Karimganj | 35500 )",3500,"( Nilambazar | 0.00 ), ( Badarpur | 0.00 ), ( RK Nagar | 3500.00 ), ( Patherkandi | 0.00 ), (
Karimganj | 0.00 )",27-06-2022
Udalguri,153,91,65,309,"( Udalguri | 309 ), ( Kalaigaon | 0 ), ( Harisinga | 0 ), ( Khairabari | 0 )",,"( Udalguri | 0.00 ), ( Kalaigaon | 0.00 ), ( Harisinga | 0.00 ), ( Khairabari | 0.00 )",27-06-2022
Kamrup (M),745,510,0,1255,"( Chandrapur | 0 ), ( Sonapur | 1255 )",806.5,"( Chandrapur | 80.00 ), ( Sonapur | 726.50 )",27-06-2022
Kamrup,104309,60420,30974,195703,"( Rangia | 2721 ), ( Hajo | 179600 ), ( Chamaria | 0 ), ( Kamalpur | 253 ), ( Kayan | 48 ), ( North Ghy | 13081 )",2442.2,"( Rangia | 110.50 ), ( Hajo | 790.00 ), ( Chamaria | 72.20 ), ( Kamalpur | 1045.00 ), ( Kayan | 344.50 ), ( North Ghy | 80.00 )",27-06-2022
Hailakandi,363,293,67,723,"( Algapur | 0 ), ( Hailakandi | 723 ), ( Lala | 0 )",0,"( Algapur | 0.00 ), ( Hailakandi | 0.00 ), ( Lala | 0.00 )",27-06-2022
Golaghat,0,0,0,0,"( Bokakhat | 0 ), ( Khumtai | 0 )",53,"( Bokakhat | 40.00 ), ( Khumtai | 13.00 )",27-06-2022
Sonitpur,330,478,281,1089,( Dhekiajuli | 1089 ),,( Dhekiajuli | 299.00 ),27-06-2022
Nagaon,182320,171201,159540,513061,"( Nagaon | 102790 ), ( Kampur | 258000 ), ( Raha | 152271 )",,"( Nagaon | 504.00 ), ( Kampur | 8250.00 ), ( Raha | 9999.14 )",27-06-2022
Morigaon,37065,33382,19651,90098,"( Mikirbheta | 12963 ), ( Bhuragaon | 0 ), ( Mayong | 5941 ), ( Morigaon | 71194 )",,"( Mikirbheta | 692.00 ), ( Bhuragaon | 558.00 ), ( Mayong | 8620.00 ), ( Morigaon | 2200.00 )",27-06-2022
Kamrup (M),745,510,0,1255,"( Chandrapur | 0 ), ( Sonapur | 1255 )",,"( Chandrapur | 40.00 ), ( Sonapur | 726.50 )",28-06-2022
Kamrup,32006,18287,18629,68922,"( Rangia | 0 ), ( Chamaria | 0 ), ( Kamalpur | 253 ), ( Hajo | 60480 ), ( North Ghy | 8141 ), ( Kayan | 48 )",,"( Rangia | 95.00 ), ( Chamaria | 69.50 ), ( Kamalpur | 0.00 ), ( Hajo | 480.00 ), ( North Ghy | 21.00 ), ( Kayan | 344.50 )",28-06-2022
Hojai,811,494,179,1484,( Hojai | 1484 ),,( Hojai | 54.00 ),28-06-2022
Hailakandi,389,319,67,775,"( Lala | 0 ), ( Hailakandi | 775 ), ( Katlicherra | 0 ), ( Algapur | 0 )",,"( Lala | 0.00 ), ( Hailakandi | 0.00 ), ( Katlicherra | 0.00 ), ( Algapur | 0.00 )",28-06-2022
Golaghat,0,0,0,0,"( Bokakhat | 0 ), ( Khumtai | 0 )",53,"( Bokakhat | 40.00 ), ( Khumtai | 13.00 )",28-06-2022
Goalpara,7232,5878,2692,15802,"( Balijana | 7504 ), ( Lakhipur | 8298 )",98,"( Balijana | 98.00 ), ( Lakhipur | 0.00 )",28-06-2022
Dibrugarh,1690,1335,1138,4163,"( Chabua | 3857 ), ( Moran | 306 )",7,"( Chabua | 3.00 ), ( Moran | 4.00 )",28-06-2022
Lakhimpur,17382,12740,8377,38499,"( Subansiri | 0 ), ( North Lakhimpur | 10070 ), ( Nowboicha | 9231 ), ( Narayanpur | 13100 ), ( Dhakuakhana | 67 ), ( Bihpuria | 6031 ), ( Kadam | 0 )",,"( Subansiri | 739.40 ), ( North Lakhimpur | 0.00 ), ( Nowboicha | 0.00 ), ( Narayanpur | 38.00 ), ( Dhakuakhana | 55.00 ), ( Bihpuria | 68.95 ), ( Kadam | 71.25 )",28-06-2022
Dhemaji,9278,7909,7413,24600,"( Sissiborgaon | 5978 ), ( Jonai | 17774 ), ( Dhemaji | 848 )",5189.5,"( Sissiborgaon | 975.00 ), ( Jonai | 4180.50 ), ( Dhemaji | 34.00 )",28-06-2022
Nagaon,183790,172141,160891,516822,"( Nagaon | 102790 ), ( Raha | 156032 ), ( Kampur | 258000 )",,"( Nagaon | 500.00 ), ( Raha | 9999.62 ), ( Kampur | 8250.00 )",28-06-2022
Nalbari,7350,6183,2260,15793,"( Paschim Nalbari | 7433 ), ( Barbhag | 8360 )",,"( Paschim Nalbari | 554.00 ), ( Barbhag | 139.00 )",28-06-2022
Sonitpur,73,117,68,258,( Dhekiajuli | 258 ),,( Dhekiajuli | 226.00 ),28-06-2022
Tamulpur,1100,1009,881,2990,( Goreswar | 2990 ),,( Goreswar | 0.00 ),28-06-2022
Tinsukia,160,135,196,491,( Doomdooma | 491 ),,( Doomdooma | 7.00 ),28-06-2022
Udalguri,153,91,65,309,"( Udalguri | 309 ), ( Harisinga | 0 ), ( Khairabari | 0 ), ( Kalaigaon | 0 )",,"( Udalguri | 0.00 ), ( Harisinga | 0.00 ), ( Khairabari | 0.00 ), ( Kalaigaon | 0.00 )",28-06-2022
Karimganj,55545,32850,15963,104358,"( Nilambazar | 16940 ), ( RK Nagar | 28500 ), ( Badarpur | 28528 ), ( Patherkandi | 98 ), ( Karimganj | 30292 )",,"( Nilambazar | 0.00 ), ( RK Nagar | 0.00 ), ( Badarpur | 0.00 ), ( Patherkandi | 0.00 ), ( Karimganj | 0.00 )",28-06-2022
Darrang,23775,21249,9836,54860,"( Mangaldoi | 22577 ), ( Dalgaon | 0 ), ( Sipajhar | 27055 ), ( Patharighat | 5228 )",5033,"( Mangaldoi | 3418.00 ), ( Dalgaon | 0.00 ), ( Sipajhar | 1615.00 ), ( Patharighat | 0.00 )",28-06-2022
Morigaon,39164,35509,20353,95026,"( Mikirbheta | 15418 ), ( Mayong | 5941 ), ( Bhuragaon | 0 ), ( Morigaon | 73667 )",,"( Mikirbheta | 692.00 ), ( Mayong | 7326.00 ), ( Bhuragaon | 558.00 ), ( Morigaon | 2250.00 )",28-06-2022
Cachar,325083,302114,234969,862166,"( Katigorah | 217613 ), ( Sonai | 118500 ), ( Udharbond | 53208 ), ( Silchar | 437145 ), ( Lakhipur | 35700 )",10630,"( Katigorah | 2718.74 ), ( Sonai | 2915.00 ), ( Udharbond | 1049.26 ), ( Silchar | 1922.00 ), ( Lakhipur | 2025.00 )",28-06-2022
Chirang,1792,1724,573,4089,"( Bijni | 3406 ), ( Sidli | 446 ), ( Bengtal | 237 )",2444.9,"( Bijni | 2444.90 ), ( Sidli | 0.00 ), ( Bengtal | 0.00 )",28-06-2022
Biswanath,27282,23430,12173,62885,"( Halem | 34568 ), ( Gohpur | 28181 ), ( Biswanath | 136 )",1878,"( Halem | 1083.00 ), ( Gohpur | 785.00 ), ( Biswanath | 10.00 )",28-06-2022
Barpeta,223165,215698,134080,572943,"( Barpeta | 45731 ), ( Baghbar | 172727 ), ( Kalgachia | 19222 ), ( Chenga | 84623 ), ( Sarthebari | 250640 )",26684.5,"( Barpeta | 650.00 ), ( Baghbar | 18983.00 ), ( Kalgachia | 1623.00 ), ( Chenga | 3348.50 ), ( Sarthebari | 2080.00 )",28-06-2022
Baksa,30,52,14,96,( Baska | 96 ),0,( Baska | 0.00 ),28-06-2022
Bajali,15156,15182,3892,34230,"( Sarupeta | 31500 ), ( Bajali | 2730 )",115,"( Sarupeta | 115.00 ), ( Bajali | 0.00 )",28-06-2022
Bongaigaon,4586,2490,3021,10097,"( Manikpur | 7155 ), ( Srijangram | 2942 )",236,"( Manikpur | 236.00 ), ( Srijangram | 0.00 )",28-06-2022
Chirang,626,666,242,1534,"( Bijni | 1297 ), ( Bengtal | 237 )",2444.9,"( Bijni | 2444.90 ), ( Bengtal | 0.00 )",29-06-2022
Karimganj,47139,27151,13647,87937,"( Nilambazar | 16940 ), ( Badarpur | 26530 ), ( RK Nagar | 26565 ), ( Patherkandi | 0 ), ( Karimganj | 17902 )",,"( Nilambazar | 0.00 ), ( Badarpur | 0.00 ), ( RK Nagar | 0.00 ), ( Patherkandi | 0.00 ), ( Karimganj | 0.00 )",29-06-2022
Kamrup (M),745,575,0,1320,"( Chandrapur | 0 ), ( Dispur | 0 ), ( Sonapur | 1320 )",,"( Chandrapur | 0.00 ), ( Dispur | 0.00 ), ( Sonapur | 726.50 )",29-06-2022
Udalguri,153,91,65,309,"( Udalguri | 309 ), ( Harisinga | 0 ), ( Khairabari | 0 ), ( Kalaigaon | 0 )",,"( Udalguri | 0.00 ), ( Harisinga | 0.00 ), ( Khairabari | 0.00 ), ( Kalaigaon | 0.00 )",29-06-2022
Kamrup,34169,20098,14319,68586,"( Rangia | 0 ), ( Hajo | 49216 ), ( Chamaria | 0 ), ( Nagarbera | 0 ), ( Kayan | 48 ), ( North Ghy | 19322 )",,"( Rangia | 95.00 ), ( Hajo | 426.00 ), ( Chamaria | 52.80 ), ( Nagarbera | 180.00 ), ( Kayan | 39.00 ), ( North Ghy | 21.00 )",29-06-2022
Hojai,701,404,206,1311,"( Lanka | 263 ), ( Hojai | 1048 )",,"( Lanka | 158.00 ), ( Hojai | 43.00 )",29-06-2022
Hailakandi,138,123,55,316,"( Lala | 0 ), ( Katlicherra | 0 ), ( Algapur | 0 ), ( Hailakandi | 316 )",,"( Lala | 0.00 ), ( Katlicherra | 0.00 ), ( Algapur | 0.00 ), ( Hailakandi | 0.00 )",29-06-2022
Golaghat,0,0,0,0,"( Bokakhat | 0 ), ( Khumtai | 0 )",,"( Bokakhat | 50.00 ), ( Khumtai | 13.00 )",29-06-2022
Bajali,22836,23345,4138,50319,"( Sarupeta | 47920 ), ( Bajali | 2399 )",857,"( Sarupeta | 857.00 ), ( Bajali | 0.00 )",29-06-2022
Barpeta,211560,204097,133515,549172,"( Barpeta | 45710 ), ( Baghbar | 148977 ), ( Chenga | 84623 ), ( Kalgachia | 19222 ), ( Sarthebari | 250640 )",26684.5,"( Barpeta | 650.00 ), ( Baghbar | 18983.00 ), ( Chenga | 3348.50 ), ( Kalgachia | 1623.00 ), ( Sarthebari | 2080.00 )",29-06-2022
Biswanath,26635,24216,13776,64627,"( Biswanath | 318 ), ( Halem | 38643 ), ( Gohpur | 25666 )",1687,"( Biswanath | 11.00 ), ( Halem | 1178.00 ), ( Gohpur | 498.00 )",29-06-2022
Lakhimpur,29524,25520,16323,71367,"( Narayanpur | 18653 ), ( Nowboicha | 16817 ), ( North Lakhimpur | 10070 ), ( Bihpuria | 20535 ), ( Dhakuakhana | 67 ), ( Subansiri | 5225 ), ( Kadam | 0 )",,"( Narayanpur | 346.50 ), ( Nowboicha | 2.30 ), ( North Lakhimpur | 0.00 ), ( Bihpuria | 75.65 ), ( Dhakuakhana | 55.00 ), ( Subansiri | 955.00 ), ( Kadam | 45.25 )",29-06-2022
Goalpara,6981,5723,2662,15366,"( Balijana | 7504 ), ( Lakhipur | 7862 )",,"( Balijana | 98.00 ), ( Lakhipur | 0.00 )",29-06-2022
Dibrugarh,1690,1335,1138,4163,"( Chabua | 3857 ), ( Moran | 306 )",7,"( Chabua | 3.00 ), ( Moran | 4.00 )",29-06-2022
Dhubri,250,350,90,690,"( Golakganj | 0 ), ( Dhubri | 0 ), ( Gauripur | 0 ), ( Bilasipara | 0 ), ( Chapar | 690 ), ( Agamoni | 0 ), ( Athani | 0 )",15,"( Golakganj | 0.00 ), ( Dhubri | 0.00 ), ( Gauripur | 0.00 ), ( Bilasipara | 0.00 ), ( Chapar | 15.00 ), ( Agamoni | 0.00 ), ( Athani | 0.00 )",29-06-2022
Dhemaji,37947,33926,26509,98382,"( Sissiborgaon | 26398 ), ( Gogamukh | 16493 ), ( Jonai | 49562 ), ( Dhemaji | 5929 )",7216.32,"( Sissiborgaon | 1738.62 ), ( Gogamukh | 70.00 ), ( Jonai | 5341.70 ), ( Dhemaji | 66.00 )",29-06-2022
Darrang,23518,21662,9305,54485,"( Mangaldoi | 22577 ), ( Patharighat | 4535 ), ( Sipajhar | 27373 ), ( Dalgaon | 0 )",6533,"( Mangaldoi | 3418.00 ), ( Patharighat | 1500.00 ), ( Sipajhar | 1615.00 ), ( Dalgaon | 0.00 )",29-06-2022
Cachar,559060,505762,366122,1430944,"( Silchar | 725306 ), ( Lakhipur | 133675 ), ( Sonai | 284513 ), ( Katigorah | 230435 ), ( Udharbond | 57015 )",10630,"( Silchar | 1922.00 ), ( Lakhipur | 2025.00 ), ( Sonai | 2915.00 ), ( Katigorah | 2718.74 ), ( Udharbond | 1049.26 )",29-06-2022
Tamulpur,1215,1100,891,3206,"( Goreswar | 3206 ), ( Tamulpur | 0 )",,"( Goreswar | 0.00 ), ( Tamulpur | 525.00 )",29-06-2022
Tinsukia,8984,7450,4816,21250,"( Sadiya | 6605 ), ( Tinsukia | 982 ), ( Doomdooma | 13663 )",,"( Sadiya | 16.00 ), ( Tinsukia | 64.50 ), ( Doomdooma | 272.50 )",29-06-2022
Nalbari,1785,1525,829,4139,"( Paschim Nalbari | 3904 ), ( Barbhag | 235 )",,"( Paschim Nalbari | 554.00 ), ( Barbhag | 139.00 )",29-06-2022
Majuli,0,0,0,0,"( Majuli | 0 ), ( Ujani Majuli | 0 )",,"( Majuli | 53.93 ), ( Ujani Majuli | 17.41 )",29-06-2022
Morigaon,42844,39173,23572,105589,"( Mikirbheta | 16088 ), ( Mayong | 5941 ), ( Morigaon | 83560 ), ( Bhuragaon | 0 )",,"( Mikirbheta | 826.50 ), ( Mayong | 7326.00 ), ( Morigaon | 2600.00 ), ( Bhuragaon | 558.00 )",29-06-2022
Nagaon,184889,173396,161089,519374,"( Kampur | 258000 ), ( Nagaon | 103200 ), ( Raha | 158174 ), ( Samaguri | 0 )",,"( Kampur | 8250.00 ), ( Nagaon | 504.00 ), ( Raha | 9999.70 ), ( Samaguri | 4.00 )",29-06-2022
Sonitpur,48,82,40,170,( Dhekiajuli | 170 ),,( Dhekiajuli | 182.00 ),29-06-2022
Kamrup (M),560,489,0,1049,"( Chandrapur | 0 ), ( Sonapur | 1049 )",,"( Chandrapur | 0.00 ), ( Sonapur | 726.50 )",30-06-2022
Darrang,23398,21447,9205,54050,"( Dalgaon | 0 ), ( Patharighat | 4100 ), ( Mangaldoi | 22577 ), ( Sipajhar | 27373 )",6510,"( Dalgaon | 0.00 ), ( Patharighat | 1500.00 ), ( Mangaldoi | 3418.00 ), ( Sipajhar | 1592.00 )",30-06-2022
Kamrup,20688,17071,4807,42566,"( Nagarbera | 0 ), ( Chamaria | 0 ), ( Hajo | 23196 ), ( Kayan | 48 ), ( North Ghy | 19322 )",,"( Nagarbera | 183.00 ), ( Chamaria | 52.20 ), ( Hajo | 356.00 ), ( Kayan | 37.00 ), ( North Ghy | 21.00 )",30-06-2022
Tinsukia,10097,8714,5993,24804,"( Sadiya | 6605 ), ( Doomdooma | 14676 ), ( Tinsukia | 3523 )",,"( Sadiya | 16.00 ), ( Doomdooma | 269.16 ), ( Tinsukia | 63.50 )",30-06-2022
Tamulpur,956,890,354,2200,( Goreswar | 2200 ),,( Goreswar | 0.00 ),30-06-2022
Sonitpur,95,100,70,265,( Dhekiajuli | 265 ),,( Dhekiajuli | 221.00 ),30-06-2022
Goalpara,3107,2573,1616,7296,"( Lakhipur | 2413 ), ( Balijana | 4883 )",39,"( Lakhipur | 0.00 ), ( Balijana | 39.00 )",30-06-2022
Hojai,601,331,190,1122,"( Hojai | 859 ), ( Lanka | 263 )",,"( Hojai | 28.00 ), ( Lanka | 158.00 )",30-06-2022
Barpeta,167055,141666,91781,400502,"( Sarthebari | 200640 ), ( Barpeta | 32194 ), ( Baghbar | 98974 ), ( Chenga | 49472 ), ( Kalgachia | 19222 )",16418,"( Sarthebari | 614.00 ), ( Barpeta | 650.00 ), ( Baghbar | 10183.00 ), ( Chenga | 3348.00 ), ( Kalgachia | 1623.00 )",30-06-2022
Bajali,17287,14648,2587,34522,"( Sarupeta | 33130 ), ( Bajali | 1392 )",671,"( Sarupeta | 671.00 ), ( Bajali | 0.00 )",30-06-2022
Dibrugarh,6555,5318,3368,15241,"( Chabua | 8037 ), ( Tingkhong | 270 ), ( Moran | 2047 ), ( Tengakhat | 1919 ), ( Dibrugarh East | 2493 ), ( Naharkatia | 475 )",77.83,"( Chabua | 7.60 ), ( Tingkhong | 4.20 ), ( Moran | 30.00 ), ( Tengakhat | 22.00 ), ( Dibrugarh East | 0.00 ), ( Naharkatia | 14.03 )",30-06-2022
Dhemaji,39170,33544,25019,97733,"( Sissiborgaon | 19178 ), ( Gogamukh | 16713 ), ( Jonai | 58808 ), ( Dhemaji | 3034 )",8053.8,"( Sissiborgaon | 1512.00 ), ( Gogamukh | 71.00 ), ( Jonai | 6440.80 ), ( Dhemaji | 30.00 )",30-06-2022
Lakhimpur,39018,34153,20925,94096,"( Subansiri | 19672 ), ( North Lakhimpur | 10070 ), ( Nowboicha | 9231 ), ( Narayanpur | 34522 ), ( Dhakuakhana | 773 ), ( Bihpuria | 19828 ), ( Kadam | 0 )",,"( Subansiri | 884.90 ), ( North Lakhimpur | 0.00 ), ( Nowboicha | 2.30 ), ( Narayanpur | 704.00 ), ( Dhakuakhana | 239.00 ), ( Bihpuria | 76.15 ), ( Kadam | 41.75 )",30-06-2022
Majuli,0,0,0,0,"( Majuli | 0 ), ( Ujani Majuli | 0 )",,"( Majuli | 90.61 ), ( Ujani Majuli | 17.69 )",30-06-2022
Morigaon,49961,46097,27311,123369,"( Mikirbheta | 16652 ), ( Bhuragaon | 0 ), ( Morigaon | 103868 ), ( Mayong | 2849 )",,"( Mikirbheta | 826.50 ), ( Bhuragaon | 782.00 ), ( Morigaon | 3400.00 ), ( Mayong | 4368.00 )",30-06-2022
Udalguri,145,86,40,271,"( Udalguri | 271 ), ( Harisinga | 0 ), ( Kalaigaon | 0 )",,"( Udalguri | 0.00 ), ( Harisinga | 0.00 ), ( Kalaigaon | 0.00 )",30-06-2022
Golaghat,0,0,0,0,"( Bokakhat | 0 ), ( Khumtai | 0 )",75.7,"( Bokakhat | 62.70 ), ( Khumtai | 13.00 )",30-06-2022
Hailakandi,32,21,25,78,"( Algapur | 0 ), ( Lala | 0), ( Katlicherra | 0 ), ( Hailakandi | 78 )",0,"( Algapur | 0.00 ), ( Lala | 0.00 ), ( Katlicherra | 0.00 ), ( Hailakandi | 0.00 )",30-06-2022
Chirang,302,346,215,863,"( Bengtal | 237 ), ( Bijni | 626 )",0,"( Bengtal | 0.00 ), ( Bijni | 0.00 )",30-06-2022
Cachar,558060,503664,369928,1431652,"( Udharbond | 57723 ), ( Silchar | 725306 ), ( Katigorah | 230435 ), ( Sonai | 284513 ), ( Lakhipur | 133675 )",9870.26,"( Udharbond | 1049.26 ), ( Silchar | 1922.00 ), ( Katigorah | 1959.00 ), ( Sonai | 2915.00 ), ( Lakhipur | 2025.00 )",30-06-2022
Biswanath,20134,19337,13057,52528,"( Gohpur | 11134 ), ( Halem | 41310 ), ( Biswanath | 84 )",2030,"( Gohpur | 712.00 ), ( Halem | 1310.00 ), ( Biswanath | 8.00 )",30-06-2022
Nalbari,1044,957,379,2380,"( Paschim Nalbari | 2145 ), ( Barbhag | 235 )",,"( Paschim Nalbari | 0.00 ), ( Barbhag | 139.00 )",30-06-2022
Nagaon,184921,173435,161107,519463,"( Nagaon | 103200 ), ( Kaliabor | 89 ), ( Samaguri | 0 ), ( Raha | 158174 ), ( Kampur | 258000 )",,"( Nagaon | 404.00 ), ( Kaliabor | 9.00 ), ( Samaguri | 4.00 ), ( Raha | 9999.70 ), ( Kampur | 8250.00 )",30-06-2022
Karimganj,39113,23098,12232,74443,"( Nilambazar | 15933 ), ( RK Nagar | 20458 ), ( Badarpur | 20150 ), ( Karimganj | 17902 )",,"( Nilambazar | 0.00 ), ( RK Nagar | 0.00 ), ( Badarpur | 0.00 ), ( Karimganj | 0.00 )",30-06-2022
Majuli,0,0,0,0,"( Majuli | 0 ), ( Ujani Majuli | 0 )",74.8,"( Majuli | 55.00 ), ( Ujani Majuli | 19.80 )",01-07-2022
Biswanath,10148,8745,5559,24452,"( Gohpur | 6439 ), ( Halem | 18013 )",732,"( Gohpur | 366.00 ), ( Halem | 366.00 )",01-07-2022
Barpeta,121455,105910,84296,311661,"( Barpeta | 37120 ), ( Baghbar | 98000 ), ( Sarthebari | 122952 ), ( Kalgachia | 19222 ), ( Chenga | 34367 ) ",8443.5,"( Barpeta | 650.00 ), ( Baghbar | 2712.00 ), ( Sarthebari | 432.00 ), ( Kalgachia | 1301.50 ), ( Chenga | 3348.00 )",01-07-2022
Hailakandi,104393,78996,57292,240681,"( Lala | 0 ), ( Algapur | 190660 ), ( Katlicherra | 0 ), ( Hailakandi | 50021 )",361,"( Lala | 0.00 ), ( Algapur | 249.00 ), ( Katlicherra | 0.00 ), ( Hailakandi | 112.00 )",01-07-2022
Cachar,544030,491695,369023,1404748,"( Sonai | 284513 ), ( Katigorah | 230435 ), ( Silchar | 725306 ), ( Lakhipur | 106771 ), ( Udharbond | 57723 )",9870.26,"( Sonai | 2915.00 ), ( Katigorah | 1959.00 ), ( Silchar | 1922.00 ), ( Lakhipur | 2025.00 ), ( Udharbond | 1049.26 )",01-07-2022
Baksa,0,0,0,0,( Jalah | 0 ),614,( Jalah | 614.00 ),01-07-2022
Bajali,668,775,312,1755,"( Sarupeta | 1280 ), ( Bajali | 475 )",35,"( Sarupeta | 35.00 ), ( Bajali | 0.00 )",01-07-2022
Hojai,334,195,138,667,"( Lanka | 263 ), ( Hojai | 404 )",179,"( Lanka | 158.00 ), ( Hojai | 21.00 )",01-07-2022
Kamrup,9444,7714,2898,20056,"( Nagarbera | 0 ), ( Chamaria | 0 ), ( Hajo | 1492 ), ( Kayan | 48 ), ( North Ghy | 18516 )",370.7,"( Nagarbera | 185.00 ), ( Chamaria | 25.70 ), ( Hajo | 100.00 ), ( Kayan | 30.00 ), ( North Ghy | 30.00 )",01-07-2022
Golaghat,0,0,0,0,"( Bokakhat | 0 ), ( Khumtai | 0 )",92,"( Bokakhat | 70.00 ), ( Khumtai | 22.00 )",01-07-2022
Chirang,315,357,225,897,"( Bijni | 648 ), ( Bengtal | 249 )",0,"( Bijni | 0.00 ), ( Bengtal | 0.00 )",01-07-2022
Dibrugarh,8249,6717,4378,19344,"( Chabua | 8167 ), ( Tingkhong | 287 ), ( Dibrugarh East | 2111 ), ( Tengakhat | 2872 ), ( Naharkatia | 160 ), ( Moran | 3796 ), ( Dibrugarh West | 1951 )",530.09,"( Chabua | 41.00 ), ( Tingkhong | 28.13 ), ( Dibrugarh East | 0.00 ), ( Tengakhat | 57.00 ), ( Naharkatia | 262.37 ), ( Moran | 77.59 ), ( Dibrugarh West | 64.00 )",01-07-2022
Lakhimpur,32549,29869,19153,81571,"( Narayanpur | 34522 ), ( Nowboicha | 4401 ), ( Subansiri | 9342 ), ( North Lakhimpur | 4769 ), ( Dhakuakhana | 832 ), ( Bihpuria | 27705 ), ( Kadam | 0 )",1749.8,"( Narayanpur | 704.00 ), ( Nowboicha | 0.00 ), ( Subansiri | 658.80 ), ( North Lakhimpur | 0.00 ), ( Dhakuakhana | 336.00 ), ( Bihpuria | 0.00 ), ( Kadam | 51.00 )",01-07-2022
Dhemaji,36321,31406,23862,91589,"( Gogamukh | 16713 ), ( Jonai | 62335 ), ( Sissiborgaon | 11374 ), ( Dhemaji | 1167 )",7591.4,"( Gogamukh | 0.00 ), ( Jonai | 6319.40 ), ( Sissiborgaon | 1254.00 ), ( Dhemaji | 18.00 )",01-07-2022
Darrang,17938,16329,5146,39413,"( Sipajhar | 13516 ), ( Mangaldoi | 22577 ), ( Dalgaon | 0 ), ( Patharighat | 3320 )",4918,"( Sipajhar | 0.00 ), ( Mangaldoi | 3418.00 ), ( Dalgaon | 0.00 ), ( Patharighat | 1500.00 )",01-07-2022
Kamrup (M),2348,1589,389,4326,"( Sonapur | 1024 ), ( Chandrapur | 3302 )",812.5,"( Sonapur | 812.50 ), ( Chandrapur | 0.00 )",01-07-2022
Karbi Anglong West,13697,13697,16038,43432,( Donkamokam | 43432 ),100,( Donkamokam | 100.00 ),01-07-2022
Udalguri,98,58,58,214,"( Khairabari | 0 ), ( Harisinga | 0 ), ( Kalaigaon | 0 ), ( Udalguri | 214 )",,"( Khairabari | 0.00 ), ( Harisinga | 0.00 ), ( Kalaigaon | 0.00 ), ( Udalguri | 0.00 )",01-07-2022
Tinsukia,5442,4486,3897,13825,"( Sadiya | 0 ), ( Tinsukia | 3693 ), ( Doomdooma | 10132 )",,"( Sadiya | 0.00 ), ( Tinsukia | 253.50 ), ( Doomdooma | 135.00 )",01-07-2022
Tamulpur,705,650,511,1866,( Goreswar | 1866 ),,( Goreswar | 0.00 ),01-07-2022
